,city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality
3464,Fmmzbcjjville,Bzzwland,12.828,31.825,6.546,28.374,24.996,35.49,48.493,28.47,35.171,0.733,76.778,101.446,33.735,71.728,93.057,0.481,74.223,40.058,123.103,1.195,73.91,14.21,16.921,50.759,120.219,15.665,20.095,25.737,31.84,3.835,59.42,39.312,74.027,16.843,7.903,10.85,30.999,68.642,60.983,53.069,20.281,58.686,12.06,9.083,64.74,29.526,12.052,49.76,13.786,64.347,84.549,97.773,111.237,16.187,106.298,0
3465,Zjpwmville,Jeghland,13.619,41.509,7.298,22.287,87.729,98.761,39.985,48.83,4.932,1.073,25.336,41.497,44.424,8.592,92.797,18.937,21.494,1.542,16.878,1.056,53.394,85.989,31.021,43.804,44.646,29.991,2.27,96.695,104.729,3.952,29.672,47.977,20.756,33.345,3.875,47.456,43.209,42.989,12.874,38.719,113.462,51.418,18.432,5.531,10.732,37.706,41.965,111.89,29.748,102.663,5.031,5.197,58.257,17.608,72.737,0
3466,Flbeoville,Jdeihbland,13.831,29.838,8.775,61.568,96.943,112.142,49.844,78.774,110.662,1.276,0.527,41.962,25.015,34.923,99.547,63.079,81.34,56.659,120.589,0.055,48.77,12.844,41.777,56.851,45.965,27.048,40.887,80.502,5.705,0.94,68.098,66.05,61.744,68.065,16.192,34.832,95.319,57.337,104.075,81.424,35.915,60.78,33.277,67.735,7.565,68.462,6.91,37.177,8.382,21.079,119.451,28.592,40.287,82.952,1.284,1
3467,Udhwuville,Jijyvland,8.093,28.656,9.042,53.951,61.351,21.425,62.128,26.411,72.199,0.879,6.079,9.114,6.497,64.915,2.217,83.834,112.194,35.339,21.098,1.921,43.646,30.71,45.606,8.325,77.448,45.404,21.184,91.816,39.745,3.283,99.645,64.226,114.031,22.839,25.832,49.947,109.49,46.03,57.398,35.745,55.169,46.312,100.735,88.552,87.949,17.089,38.352,102.231,16.825,19.545,45.865,69.422,7.004,40.83,32.505,0
3468,Niiicville,Ajqegzland,9.145,38.138,6.835,85.502,5.937,4.706,16.132,41.95,100.761,1.099,83.329,50.465,48.368,49.111,66.994,112.488,52.04,61.016,0.413,0.551,78.237,22.323,74.238,49.959,55.902,57.665,58.713,59.145,43.53,3.273,58.681,20.103,64.315,44.772,37.576,6.265,122.005,26.127,114.353,71.778,58.378,93.871,29.635,34.917,81.07,11.032,104.863,105.19,60.6,89.444,35.289,28.382,101.546,28.945,101.701,0
3469,Smlfthcville,Ajlqkhland,13.25,42.105,8.162,43.498,98.841,32.098,43.597,130.01,15.149,1.659,69.906,80.517,61.908,9.398,73.616,102.685,44.112,98.678,18.471,0.297,123.466,63.954,9.109,48.647,39.82,55.932,52.994,84.357,3.385,2.472,51.339,134.259,132.703,58.414,42.753,36.643,43.971,12.917,8.005,38.809,108.808,41.49,48.282,9.146,47.895,40.586,34.996,26.121,75.189,8.044,18.767,10.54,30.461,55.862,65.581,0
3470,Smlfthcville,Dqfpland,12.059,40.89,8.573,3.976,64.811,98.772,37.462,103.885,64.326,1.326,16.895,38.579,11.864,17.48,31.67,38.868,51.222,80.004,95.084,2.223,50.192,89.252,31.058,68.502,32.292,128.89,2.993,23.255,75.209,1.912,68.093,40.493,32.329,123.658,14.729,29.011,5.802,46.917,18.584,37.234,97.213,2.434,62.543,1.476,7.509,27.405,10.011,23.717,40.311,54.435,26.791,50.421,88.909,14.838,3.082,0
3471,Unzyomkville,Hrycrjland,7.656,22.424,8.616,4.261,106.524,142.521,84.096,32.122,30.39,1.723,55.154,33.137,22.942,79.626,64.615,62.152,25.062,79.569,80.19,0.848,36.698,32.714,41.395,34.981,51.405,10.72,61.738,57.549,92.915,2.845,5.683,46.748,1.603,10.378,118.006,102.432,39.567,83.466,117.698,78.114,79.779,72.051,24.221,46.195,7.634,104.178,49.487,123.306,29.097,32.707,79.12,21.097,56.308,132.661,11.161,1
3472,Fbfvbvville,Ndwkklland,14.1,40.893,7.275,32.973,29.218,39.771,44.544,40.04,10.115,0.998,86.119,52.478,54.356,42.458,103.38,104.084,49.272,59.449,54.621,1.545,33.016,15.667,104.156,51.567,58.916,31.727,57.272,42.755,74.216,3.443,61.594,5.444,57.385,31.419,17.931,12.479,46.887,52.338,104.512,10.091,46.076,46.893,0.289,139.154,5.624,53.551,103.529,15.79,55.801,6.216,66.823,8.066,36.516,117.481,15.662,1
3473,Smlfthcville,Gxxbnqland,13.264,41.587,10.035,8.253,23.325,66.965,95.728,46.489,11.907,2.023,5.34,105.602,28.59,59.969,37.278,23.844,44.664,44.831,90.397,0.361,108.962,3.211,22.183,14.032,33.078,33.691,103.679,69.825,43.51,1.619,19.794,93.808,28.222,28.055,10.405,63.702,132.391,27.895,50.462,58.835,33.017,36.602,89.186,13.11,20.772,27.509,21.189,12.476,37.813,128.159,55.463,73.726,61.4,73.917,42.302,1
3474,Acrngtville,Xbdtland,10.911,40.153,6.735,91.545,60.768,13.473,9.782,82.807,105.537,1.79,78.325,81.864,31.623,79.533,73.201,45.01,41.989,32.036,77.296,1.629,129.836,90.108,88.887,10.363,95.244,16.059,50.674,81.469,31.077,3.5,82.677,32.543,33.667,58.778,18.489,24.84,33.947,41.526,37.865,48.546,40.162,84.722,26.038,51.067,114.595,28.433,34.431,59.988,10.64,1.869,59.598,126.678,95.507,23.756,62.789,1
3475,Lovxoehville,Bhrsnland,9.6,29.437,8.864,49.508,43.558,81.067,10.787,50.755,42.953,1.76,99.04,81.03,141.047,47.454,63.404,37.809,79.922,17.2,81.35,1.733,0.714,19.845,33.807,94.688,52.047,84.434,101.699,69.328,58.457,3.469,2.082,15.708,27.185,8.389,80.236,54.234,30.1,16.939,130.474,52.672,3.74,7.129,106.368,134.325,33.491,35.979,37.85,77.142,0.574,128.252,36.518,35.89,14.608,33.547,26.612,0
3476,Mawxeville,Oexcsiland,10.059,37.574,12.402,37.932,2.573,98.841,34.281,3.441,36.713,1.962,74.421,7.76,7.376,104.621,41.119,17.302,41.714,92.958,87.889,1.636,72.179,41.304,15.198,32.729,85.676,101.627,23.619,38.527,4.991,2.175,49.424,10.995,127.195,19.475,88.183,9.684,39.683,14.641,100.444,30.468,16.429,8.518,59.115,51.108,26.561,22.134,79.75,24.96,21.995,6.935,48.858,18.269,107.63,15.085,56.748,1
3477,Niiicville,Txvvland,11.612,41.593,9.258,51.137,22.697,57.402,26.446,54.496,14.696,1.587,20.847,56.152,52.062,61.717,40.572,60.812,29.987,23.177,29.935,0.885,24.567,124.743,60.558,28.834,48.942,31.075,39.907,11.186,39.793,2.649,58.214,49.56,73.356,49.024,50.969,81.822,30.633,25.482,45.635,2.005,37.503,17.718,59.218,31.894,53.478,24.811,62.416,49.054,40.157,39.762,124.444,70.466,23.742,78.294,31.251,1
3478,Vrnjwszville,Bqcpland,9.221,39.017,8.153,122.923,53.471,65.324,96.715,116.221,77.866,1.7,35.82,40.291,10.103,110.786,24.316,23.366,42.628,2.527,33.06,2.375,0.596,75.424,9.631,49.707,96.107,61.397,12.012,46.747,82.092,1.176,15.743,17.971,37.959,24.979,37.177,25.038,45.455,98.857,40.823,53.56,59.903,21.109,34.131,47.786,91.844,119.443,124.358,4.683,9.601,71.584,109.354,84.662,32.356,42.753,45.295,1
3479,Mawxeville,Uahnbkland,11.093,37.92,8.807,73.998,85.06,8.493,112.645,64.855,21.685,1.439,4.366,22.455,65.649,8.633,50.788,101.17,20.659,31.388,29.021,1.76,10.143,97.666,40.226,28.137,14.09,55.078,15.435,4.612,87.917,2.864,93.501,14.828,99.008,15.63,95.624,100.104,70.204,84.355,15.873,18.409,26.153,105.901,19.007,105.76,53.061,38.306,0.123,19.748,75.093,47.992,101.529,26.734,19.911,23.4,56.452,1
3480,Fmmzbcjjville,Cwgeland,14.929,33.716,8.035,75.545,59.296,44,23.209,63.551,28.107,1.41,14.385,50.577,4.653,26.995,17.433,20.122,43.654,9.429,48.139,0.991,88.888,7.848,84.013,18.26,57.171,42.135,8.007,38.873,68.991,1.646,46.483,40.609,48.489,27.152,123.426,21.189,52.964,66.479,19.729,54.96,35.599,19.938,69.56,17.191,16.447,44.664,25.385,118.849,47.258,65.899,120.681,48.391,42.937,56.79,70.388,1
3481,Edoeqrxville,Mytsland,10.36,42.363,10.238,79.477,62.675,6.467,38.577,12.952,45.494,1.933,54.161,62,43.972,42.461,56.686,87.007,133.308,88.342,50.905,1.87,29.563,69.598,70.951,27.515,43.947,82.493,8.757,85.951,16.432,5.143,56.392,22.617,65.958,0.3,20.214,28.825,84.286,29.086,29.791,21.212,38.341,4.454,1.977,42.012,31.146,6.471,42.754,39.965,50.847,65.596,42.484,35.392,21.482,61.82,40.854,1
3482,Xbdztusville,Ojbdaland,3.581,31.294,10.187,23.03,53.887,19.294,7.055,16.585,73.14,1.368,131.865,0.831,43.08,8.682,92.599,74.971,65.248,14.729,44.883,1.564,20.111,64.345,19.892,18.968,47.784,62.412,38.089,40.905,38.517,3.072,14.087,49.292,127.122,51.439,133.787,74.143,15.615,41.014,34.988,42.186,30.05,13.607,6.07,39.589,19.353,12.272,9.848,3.411,51.264,49.575,109.292,44.3,15.111,70.589,65.497,0
3483,Udhwuville,Bzzwland,9.287,39.895,6.471,90.936,83.578,26.193,6.991,70.697,75.953,1.388,27.937,15.289,65.782,23.324,20.533,5.992,59.691,70.496,19.384,1.418,24.259,46.419,66.046,133.66,40.548,42.64,12.869,20.845,50.25,2,62.778,123.877,114.742,50.158,36.24,49.741,58.722,8.83,43.088,16.302,75.848,15.757,24.362,111.098,26.066,36.555,49.974,33.396,34.54,26.298,98.33,42.018,112.247,44.039,41.506,1
3484,Alyptville,Ixiyyhland,5.402,38.861,10.768,24.083,106.136,64.526,42.53,84.057,100.022,1.552,36.889,9.176,63.664,30.231,49.118,87.734,30.92,14.942,90.717,1.687,112.428,70.171,56.188,18.207,30.883,37.934,103.513,54.803,41.886,3.364,33.37,102.55,55.392,84.645,49.865,36.352,46.242,85.786,61.826,74.559,35.62,80.091,86.999,3.934,71.15,79.203,83.702,39.647,133.298,16.07,1.778,43.132,87.351,20.511,44.354,1
3485,Lxvlsville,Fqjiland,9.637,25.161,10.541,62.016,74.912,1.803,58.095,22.933,28.164,1.784,53.454,33.516,63.605,54.852,30.278,35.574,46.662,8.63,28.75,0.221,82.451,45.907,69.343,105.023,36.578,15.849,40.915,54.165,37.09,0.307,77.549,91.686,34.207,72.44,89.067,131.478,114.74,35.973,12.019,12.541,16.398,66.379,34.43,38.911,26.608,44.097,32.683,73.545,6.278,56.648,109.428,40.986,9.546,35.192,6.891,1
3486,Jjckkkaville,Jijyvland,16.092,36.541,10.087,44.246,71.826,27.246,9.985,12.982,40.007,1.965,79.182,4.314,3.101,95.864,127.227,6.624,40.193,92.773,41.994,0.895,47.906,5.001,35.54,2.889,52.769,74.701,43.285,75.167,31.601,2.519,96.869,113.773,47.442,17.593,37.195,36.475,112.818,62.473,5.088,25.727,71.969,65.845,21.627,120.002,52.808,55.624,92.195,24.337,54.472,32.13,7.911,35.474,81.692,76.681,86.848,1
3487,Xqfodville,Flippland,5.07,20.512,7.807,125.963,77.814,99.233,14.989,24.587,109.812,1.47,66.113,25.61,31.428,9.513,14.973,75.773,97.65,43.873,77.02,0.832,29.179,42.788,64.224,58.324,88.455,81.578,13.528,81.605,49.57,2.73,24.032,61.714,15.107,14.149,77.042,34.545,64.434,37.18,30.857,81.342,39.058,118.043,3.874,33.112,71.504,56.706,18.711,38.476,10.354,45.96,40.514,35.447,21.363,29.45,22.106,1
3488,Putpatbville,Xbdtland,9.574,40.586,7.606,103.661,66.854,68.293,103.576,6.342,21.349,1.729,10.257,48.348,65.331,1.204,23.18,21.463,49.428,9.35,8.78,1.149,4.167,61.363,126.191,79.107,42.065,27.569,72.37,19.38,91.26,4.401,69.588,36.148,47.769,15.489,30.507,26.403,101.338,8.516,5.671,121.97,71.224,17.566,94.563,39.194,17.418,10.895,23.018,98.015,84.681,50.369,17.768,66.839,24.517,98.921,16.335,1
3489,Mawxeville,Ndwkklland,16.884,43.951,9.154,8.653,31.584,8.87,29.984,36.537,65.812,1.162,96.874,10.823,21.04,92.853,67.088,60.385,71.206,5.094,75.519,1.654,3.194,41.048,51.448,15.856,43.825,19.164,28.153,79.738,48.798,3.45,91.281,56.688,11.966,36.799,22.771,71.542,26.541,9.904,104.307,97.55,53.032,33.917,100.564,83.276,31.603,90.147,39.693,124.235,36.872,80.039,51.383,21.865,36.022,23.868,94.463,1
3490,Niiicville,Qanoland,9.729,37.298,7.198,8.812,27.082,57.189,16.108,44.271,27.392,2.167,52.29,7.209,72.959,32.883,95.759,76.703,65.267,25.9,48.371,2.345,54.874,34.231,95.981,102.418,68.982,33.781,56.69,126.604,76.066,3.993,65.929,40.957,9.425,62.152,88.905,64.492,35.44,13.29,39.965,53.977,19.559,102.924,34.607,71.142,100.888,41.742,91.008,49.263,69.045,35.95,121.047,43.459,132.975,23.473,3.203,1
3491,Innryeoville,Uahnbkland,8.549,32.526,9.492,22.372,19.734,60.309,19.363,14.309,76.811,0.977,80.33,51.177,44.875,107.426,74.143,27.921,49.348,11.621,7.322,1.566,67.662,41.558,37.167,103.23,23.651,133.2,47.549,56.055,59.703,2.716,91.108,5.349,68.032,20.533,76.691,53.931,2.577,25.125,70.021,54.793,18.094,72.152,51.934,1.922,0.034,35.849,30.429,56.459,11.333,69.76,108.952,36.33,55.403,4.994,1.884,1
3492,Xczpisville,Duufland,13.58,41.576,10.03,1.157,63.347,8.425,1.838,52.384,76.739,1.944,55.258,90.888,52.689,42.53,28.829,67.811,23.911,18.25,58.78,1.152,23.926,14.113,28.994,45.297,68.715,81.952,67.593,25.169,29.254,1.432,22.714,106.232,21.335,70.105,62.142,80.527,73.588,44.514,130.285,43.001,41.299,52.79,40.627,10.24,7.691,28.721,82.834,68.651,77.486,6.863,95.16,124.311,29.957,5.427,31.725,1
3493,Alyptville,Kuzlvland,14.053,34.48,7.277,66.329,72.135,7.101,53.073,36.897,62.701,2.346,105.099,42.589,51.205,44.081,46.031,55.657,6.124,91.381,67.158,1.516,15.482,5.64,34.24,79.945,28.393,96.568,0.08,3.591,50.452,1.034,25.43,29.756,101.052,13.465,14.455,29.47,72.854,71.069,21.871,8.857,59.662,51.72,71.003,18.977,58.762,69.443,7.622,81.561,22.962,84.962,11.545,20.364,113.183,73.181,109.012,1
3494,Fphkrzville,Jijyvland,15.179,37.6,9.446,76.586,16.963,6.872,136.006,30.168,3.703,1.247,87.201,14.604,50.552,10.538,1.695,41.056,63.385,54.226,114.641,1.46,1.296,72.275,118.419,4.529,56.877,94.539,85.03,43.807,112.919,4.02,91.882,29.657,110.955,87.932,21.838,76.011,7.224,13.522,114.132,0.77,136.429,74.273,66.766,75.087,38.545,32.233,48.716,0.792,45.828,65.415,38.234,90.89,39.532,33.114,120.732,1
3495,Szayrville,Fqjiland,6.748,29.299,8.137,85.94,72.757,38.91,98.331,61.835,15.433,1.364,62.535,3.972,19.879,114.824,69.154,100.377,38.626,61.862,14.708,2.508,94.207,59.371,12.746,72.052,1.115,29.642,83.121,40.585,35.006,3.693,80.533,36.433,95.613,52.228,13.234,1.908,15.113,81.486,128.092,54.5,66.415,38.025,74.137,32.418,64.24,44.343,110.59,6.367,72.279,79.926,65.278,62.669,19.686,139.048,134.094,1
3496,Jzzgyyfkville,Ljkphland,7.923,41.998,8.759,146.869,26.306,50.353,42.866,94.263,1.404,2.347,65.646,2.218,118.961,4.723,1.29,10.308,23.947,64.61,140.012,1.937,18.422,74.93,120.729,51.851,25.158,30.087,65.811,93.441,44.652,1.783,22.575,27.205,52.174,120.972,22.724,40.289,99.311,19.157,54.162,17.764,15.865,18.948,10.209,48.909,3.349,67.128,45.846,29.147,75.629,10.863,64.39,63.806,114.222,41.786,115.218,1
3497,Yrxpuiville,Bhrsnland,10.614,31.572,7.712,48.738,55.988,26.224,14.031,50.02,109.115,1.261,38.044,117.587,31.515,8.385,123.848,16.28,94.746,100.528,13.861,2.919,10.508,31.025,59.95,25.053,73.908,1.306,34.395,18.22,87.576,3.715,13.872,30.835,10.052,10.626,116.641,30.97,9.041,3.716,46.07,45.324,78.705,40.161,47.657,35.332,136.785,57.726,81.754,109.628,20.296,29.657,67.747,55.195,1.973,67.209,43.481,0
3498,Fuzbhwuville,Ewsszkland,13.582,33.035,7.462,13.415,10.671,72.229,98.769,52.161,16.71,2.035,91.656,19.443,0.234,4.377,45.442,16.48,73.674,72.19,37.149,0.491,126.371,5.648,7.138,41.117,13.981,21.732,67.526,94.869,31.895,2.729,140.529,52.789,27.611,62.303,29.375,47.512,42.601,31.282,3.944,50.753,41.101,15.956,69.715,37.58,56.022,84.319,33.615,44.144,18.04,35.187,82.183,109.148,25.215,35.661,26.893,1
3499,Bopomkeyville,Ajqegzland,11.409,32.714,8.663,14.93,6.73,20.701,13.391,115.011,64.773,1.051,15.033,52.728,102.152,50.929,2.427,53.913,65.352,51.148,64.094,1.977,33.121,68.55,34.528,97.017,93.24,6.262,13.35,18.006,54.84,0.07,48.505,57.146,47.26,12.193,31.571,65.186,95.86,30.248,4.754,28.908,29.123,95.641,9.358,22.329,102.707,23.338,104.076,28.561,44.331,22.129,80.179,39.461,42.79,9.063,13.468,1
3500,Lgmiexiville,Xbdtland,11.594,39.148,7.18,75.135,19.208,29.513,17.381,68.775,76.78,1.74,93.013,58.684,92.031,39.986,48.313,43.791,31.781,4.574,1.263,0.055,30.48,5.699,68.113,10.468,16.866,24.489,16.561,3.339,3.641,0.196,53.059,24.65,17.539,86.755,56.491,55.04,82.755,45.976,29.606,34.667,43.383,98.814,14.568,90.995,8.691,6.474,16.207,35.787,98.333,72.402,42.203,111.576,31.103,93.727,7.656,1
3501,Dmnzuyville,Ekyiqgland,9.411,30.998,9.1,42.177,95.602,6.81,71.219,61.348,96.548,1.804,107.212,59.546,63.156,68.134,54.792,28.516,68.743,31.303,94.997,2.184,8.54,4.701,1.043,107.678,87.604,2.4,20.545,47.526,58.942,4.101,1.71,57.813,80.847,10.392,0.971,48.137,77.674,87.319,106.738,37.612,64.271,7.611,6.945,60.221,53.818,70.058,50.818,28.123,15.584,73.83,116.561,34.109,24.099,51.004,127.161,1
3502,Lgmiexiville,Ojbdaland,10.089,42.578,7.022,58.373,35.937,31.311,27.831,30.29,34.006,1.246,65.808,4.9,3.059,74.203,17.797,41.296,24.389,93.832,37.449,1.26,77.92,85.534,92.791,45.07,14.368,77.18,67.917,93.659,53.605,4.761,67.334,32.909,15.586,56.443,45.388,75.279,34.819,129.062,119.795,102.188,0.022,12.036,94.717,90.618,62.064,61.891,108.646,51.182,43.698,33.89,72.336,7.805,5.003,98.954,11.315,1
3503,Jzzgyyfkville,Ewsszkland,11.507,34.646,6.54,130.581,37.183,77.381,34.177,42.559,40.388,2.289,128.935,3.216,1.852,135.306,52.607,23.388,123.503,20.893,32.301,1.547,108.408,0.759,17.167,18.958,43.104,1.877,4.785,18.891,15.752,3.321,45.713,10.941,105.08,81.666,10.179,20.56,27.716,104.527,16.117,13.822,99.119,29.099,105.871,68.414,38.024,120.166,12.045,41.569,66.571,1.058,71.604,85.721,7.536,38.866,66.932,0
3504,Xczpisville,Srkaland,8.622,35.942,5.9,41.181,88.164,34.008,59.461,45.166,47.019,1.503,80.566,72.022,109.501,34.747,77.432,11.508,33.65,0.27,19.415,1.653,146.194,58.898,25.364,34.155,75.431,10.321,13.506,10.6,52.514,2.603,90.428,32.383,86.695,45.238,7.053,11.25,1.674,38.761,41.381,97.264,5.849,8.428,94.373,28.184,79.59,40.49,117.279,4.681,20.271,120.286,125.816,9.812,52.385,23.456,81.12,1
3505,Acrngtville,Flippland,10.005,39.136,8.846,12.051,25.563,84.734,64.63,11.15,110.306,1.973,84.507,60.438,59.184,44.795,36.221,46.419,50.856,82.934,16.054,3.052,95.209,10.574,13.958,32.206,63.581,3.053,82.682,24.49,7.251,2.341,52.885,52.177,16.209,13.096,47.885,85.306,13.62,85.003,7.671,3.173,89.549,57.076,41.114,36.556,111.475,41.065,69.333,19.308,71.656,46.239,38.512,61.177,10.034,37.957,62.455,1
3506,Fzrzxlville,Fqrgzland,5.53,30.784,11.883,82.986,40.31,13.352,23.395,51.934,34.747,1.193,49.412,62.207,9.717,87.758,134.636,8.776,30.817,67.591,41.45,1.193,26.144,1.119,37.988,10.313,3.468,86.675,139.327,111.479,46.105,1.397,30.314,109.526,71.148,8.538,131.403,33.487,98.085,33.557,103.284,1.321,21.327,133.536,49.163,54.233,41.799,28.633,38.517,18.461,69.063,77.648,18.565,33.273,82.208,4.897,55.285,1
3507,Vrnjwszville,Klglxeland,2.879,34.303,8.684,60.361,41.924,39.155,90.205,20.359,68.859,1.432,5.761,73.486,20.312,106.632,45.559,8.772,61.864,50.898,18.558,0.593,87.837,55.661,8.639,2.875,48.27,104.055,63.45,76.412,18.462,2.984,67.78,14.38,49.03,47.583,33.922,75.525,57.124,36.601,48.759,28.896,26.55,109.322,13.95,54.704,72.715,64.106,38.411,29.601,68.26,32.604,47.573,29.648,49.046,124.921,59.12,1
3508,Ficleacgville,Jijyvland,8.459,28.28,6.415,16.79,93.456,27.042,43.874,54.47,42.673,1.862,43.211,26.794,68.308,1.254,65.367,8.353,42.615,43.763,13.121,2.47,30.078,16.293,28.013,27.75,1.938,33.781,75.643,60.37,64.298,2.85,45.521,29.791,76.596,15.245,0.178,36.383,12.859,27.667,27.936,11.667,63.067,22.12,12.174,53.446,72.01,51.868,2.095,29.723,65.402,45.07,66.628,57.22,41.982,49.801,57.417,1
3509,Yrxpuiville,Fqjiland,9.693,39.635,8.314,54.778,34.119,71.376,76.713,11.237,77.812,2.582,82.437,69.201,16.219,4.559,57.193,15.439,42.472,46.664,69.113,0.381,87.563,8.624,55.166,75.976,26.72,41.577,1.802,45.918,37.781,3.573,96.941,36.805,33.052,4.362,94.222,45.878,17.248,108.59,66.441,93.831,32.215,40.168,5.785,26.942,103.221,4.097,138.687,59.837,4.873,38.247,9.149,14.626,19.31,29.113,36.102,1
3510,Udhwuville,Ayqbland,16.469,39.695,7.472,130.883,15.074,77.882,55.32,24.919,3.099,1.196,22.378,91.759,39.609,25.284,7.861,5.031,28.093,54.397,22.773,0.055,86.021,41.813,131.96,54.005,117.244,33.485,44.811,21.898,67.686,2,46.853,14.819,28.996,19.296,13.125,9.938,5.771,79.98,16.135,7.901,96.418,20.85,53.271,80.265,11.23,48.871,69.666,52.536,79.62,67.568,65.679,39.064,67.212,22.801,70.463,1
3511,Apzjbbville,Dqfpland,16.767,30.986,7.215,33.046,23.123,2.126,12.06,59.221,46.492,0.885,23.652,46.614,6.771,3.879,30.645,67.621,6.058,3.928,125.636,1.898,81.107,7.202,14.031,84.434,55.22,16.307,3.131,63.526,52.441,3.148,58.387,38.177,84.311,60.75,4.485,31.476,6.105,13.664,98.364,49.998,67.756,74.649,43.367,21.64,18.211,73.936,65.22,101.105,22.952,44.719,40.875,73.131,44.076,77.022,132.824,1
3512,Jjckkkaville,Woxaland,10.251,38.821,5.982,27.875,63.176,15.703,32.536,96.886,77.221,0.967,60.375,75.842,31.135,70.631,86.392,60.182,1.205,4.64,24.85,0.753,48.463,17.54,54.191,15.591,70.193,42.221,68.734,17.654,37.645,0.07,71.172,17.639,87.553,4.222,75.423,103.324,53.032,48.433,49.235,30.868,65.257,5.911,32.298,62.743,21.83,26.505,91.916,26.209,14.018,46.002,47.643,18.212,7.933,34.359,16.82,1
3513,Bopomkeyville,Cwgeland,15.344,35.238,7.093,88.796,119.883,7.484,10.349,32.999,86.535,1.809,3.249,13.568,79.795,0.71,69.317,53.853,110.487,38.522,24.619,0.471,74.635,18.819,7.942,71.767,63.639,86.015,78.184,31.378,102.954,2.223,52.728,78.922,46.157,17.765,108.511,42.518,55.491,21.573,117.718,24.687,59.059,22.954,84.413,96.984,84.487,30.09,40.492,110.809,100.719,91.886,20.863,52.8,91.032,46.738,61.1,1
3514,Alyptville,Xtmamxland,14.086,34.138,6.774,40.75,31.109,116.621,6.789,112.112,82.756,1.993,120.48,38.183,37.93,5.259,103.728,52.393,115.917,36.966,59.879,1.087,49.265,40.642,51.372,13.328,64.23,16.165,20.117,50.685,51.813,5.068,84.702,36.661,58.418,79.46,48.707,113.756,54.767,12.3,4.644,119.804,42.982,7.8,52.691,132.652,6.057,37.944,130.873,0.528,25.469,19.182,107.224,14.991,134.184,53.908,37.078,1
3515,Zjpwmville,Bnqvztland,3.187,35.764,7.991,68.95,18.477,38.157,4.732,45.888,18.473,1.928,24.786,25.23,39.467,37.029,18.348,65.834,44.383,8.574,47.133,0.138,57.365,33.335,89.888,21.195,14.25,26.009,81.172,0.085,138.236,2.484,29.708,90.059,21.895,9.991,63.116,50.721,21.936,52.362,108.248,33.997,77.208,64.72,69.431,79.614,98.355,44.625,10.31,48.759,42.8,35.172,98.913,108.048,8.225,74.54,69.277,1
3516,Xczpisville,Zaikland,11.951,42.846,12.61,66.03,79.901,13.346,24.567,38.889,56.059,1.328,49.408,92.305,13.525,92.028,88.41,121.05,103.979,79.025,79.562,0.891,52.139,9.228,6.799,4.332,53.5,19.27,70.413,99.277,15.035,3.495,112.492,35.537,112.77,16.327,65.803,47.08,107.89,138.657,30.144,125.911,19.297,25.874,58.771,3.906,65.782,58.274,9.65,60.007,69.904,43.423,34.474,84.154,6.385,36.387,49.916,0
3517,Fbfvbvville,Xbdtland,8.773,34.882,7.229,7.086,134.628,26.457,49.263,92.258,31.476,1.045,45.528,13.941,6.629,68.58,64.869,36.327,70.923,36.248,25.584,1.431,55.225,21.619,56.533,14.283,14.038,74.059,5.702,81.704,7.776,3.087,55.455,52.146,29.038,68.133,95.989,57.194,4.466,43.3,16.094,49.95,33.478,32.277,7.753,49.483,54.317,2.348,60.822,96.811,37.779,39.474,5.049,69.901,34.759,57.952,7.663,1
3518,Agbizvzville,Fqrgzland,12.554,38.58,7.362,45.475,50.757,4.66,30.734,110.083,64.484,1.383,62.97,64.642,41.089,1.98,59.498,41.623,52.028,12.699,6.106,1.975,65.654,17.975,9.92,36.112,40.263,36.481,13.295,124.194,73.075,1.381,86.001,68.626,34.391,12.504,12.686,79.705,13.517,5.111,19.959,5.89,83.281,100.312,28.02,57.109,33.78,41.2,97.219,70.728,57.308,56.942,96.454,78.486,10.166,11.345,16.973,1
3519,Alyptville,Ajqegzland,5.917,22.188,5.788,20.398,68.59,36.733,74.783,28.643,50.369,1.245,79.288,126.723,37.84,38.439,8.194,8.425,48.624,46.636,66.493,0.748,61.418,37.773,53.636,77.199,28.369,69.314,37.239,3.893,7.878,2.236,38.613,69.31,57.284,86.145,67.243,48.332,109.391,55.488,14.171,115.224,31.164,108.507,130.673,45.805,1.016,35.158,121.091,55.316,71.359,15.929,50.29,14.337,50.391,126.784,53.869,1
3520,Putpatbville,Ayqbland,12.587,33.508,8.284,5.066,21.339,112.694,11.386,25.131,38.559,1.762,3.741,37.433,20.64,113.272,32.623,54.311,22.545,57.933,57.79,0.537,20.124,91.724,138.519,53.924,41.332,66.803,8.013,41.375,30.607,3.022,26.388,34.137,101.038,10.017,29.232,47.976,136.041,87.812,122.486,32.857,40.776,32.823,87.681,46.458,61.673,25.525,89.762,19.865,1.214,68.709,19.516,49.963,60.484,18.93,57.697,0
